Extended Area Surcharge Listing
"EFFECTIVE JANUARY 5, 2004"

"An Extended Area Surcharge applies to UPS Worldwide Express Plus, "
"UPS Worldwide Express, and UPS Worldwide Expedited shipments to all"
the destinations and from certain origins listed in the following chart.

Locate the destination or origin country.  Locate the Postal Code or City.
"If the Postal Code or City is not listed, ""All Other Points"" applies."

"If ""YES"" is indicated in the ""Extended Area Surcharge"" column next to the"
"destination, a surcharge applies to your export shipment."

"If ""YES"" is indicated in the ""Extended Area Surcharge"" column AND "
"an asterisk is shown next to the origin, a surcharge applies to your import shipment."

"If a surcharge applies, add $20 or $.20 per pound (whichever is greater) to the ",,,
charges for your shipment.,,,

"Note: In the Extended Area Surcharge postal code listings for France, Guatemala, ",,,
"and Spain, some programs may drop the leading zeros.  For example, 6260 ",,,
should actually read as 06260.,,,

Destination,,,Extended Area
Country,Postal Codes,Cities,Surcharge

United Kingdom,PH36-PH44,,Yes
United Kingdom,TR21-TR25,,Yes
United Kingdom,ZE,,Yes
United Kingdom,All Other Points,,

Venezuela,,BACHAQUERO,Yes
Venezuela,,CAICARA DEL ORINOCO,Yes
Venezuela,,CAMATAGUA,Yes
Venezuela,,CHORONI,Yes
Venezuela,,CUMAREBO,Yes
Venezuela,,GUANARE,Yes
Venezuela,,JUAN GRIEGO,Yes
Venezuela,,LA ASUNCION,Yes
Venezuela,,LA VELA,Yes
Venezuela,,LAS MOROCHAS,Yes
Venezuela,,MACHIQUES,Yes
Venezuela,,MENE GRANDE ,Yes
Venezuela,,OCUMARE DE LA COSTA,Yes
Venezuela,,PARAGUAN,Yes
Venezuela,,PUERTO AYACUCHO,Yes
Venezuela,,SAN CASIMIRO,Yes
Venezuela,,SAN JUAN DE LOS MORROS,Yes
Venezuela,,SANTA ELENA DE GUAIREN,Yes
Venezuela,,TUCUPITA ,Yes
Venezuela,All Other Points,,

Vietnam,10600,,Yes
Vietnam,11000,,Yes
Vietnam,13000,,Yes
Vietnam,16000,,Yes
Vietnam,17000,,Yes
Vietnam,19000,,Yes
Vietnam,20000,,Yes
Vietnam,21000,,Yes
Vietnam,22000,,Yes
Vietnam,23000,,Yes
Vietnam,24000,,Yes
Vietnam,25000,,Yes
Vietnam,26000,,Yes
Vietnam,27000,,Yes
Vietnam,28000,,Yes
Vietnam,29000,,Yes
Vietnam,30000,,Yes
Vietnam,31000,,Yes
Vietnam,32000,,Yes
Vietnam,33000,,Yes
Vietnam,34000,,Yes
Vietnam,36000,,Yes
Vietnam,39000,,Yes
Vietnam,40000,,Yes
Vietnam,41000,,Yes
Vietnam,42000,,Yes
Vietnam,43000,,Yes
Vietnam,45000,,Yes
Vietnam,46000,,Yes
Vietnam,47000,,Yes
Vietnam,51100,,Yes
Vietnam,52200,,Yes
Vietnam,53000,,Yes
Vietnam,54100,,Yes
Vietnam,55100,,Yes
Vietnam,56100,,Yes
Vietnam,57000,,Yes
Vietnam,58000,,Yes
Vietnam,61100,,Yes
Vietnam,62200,,Yes
Vietnam,63000,,Yes
Vietnam,70700,,Yes
Vietnam,73000,,Yes
Vietnam,74000,,Yes
Vietnam,77000,,Yes
Vietnam,81100,,Yes,,,,
Vietnam,82100,,Yes,,,,
Vietnam,83100,,Yes,,,,
Vietnam,90000,,Yes,,,,
Vietnam,91100,,Yes,,,,
Vietnam,92100,,Yes,,,,
Vietnam,93100,,Yes,,,,
Vietnam,94100,,Yes,,,,
Vietnam,95100,,Yes,,,,
Vietnam,96100,,Yes,,,,
Vietnam,97000,,Yes,,,,
Vietnam,All Other Points,,,,,,
,,,,,,,
